Age,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Lng,Y/A,Y/C,Y/G,Rate,Sk,Year
25,12,2,6,8,75,39,0,0,23,4.9,6.5,3.3,84.9,2,2012
25,4,0,4,10,40,38,0,1,19,3.8,9.5,9.5,11.7,1,2012
25,1,0,3,5,60,34,0,0,17,6.8,11.3,34,80.4,0,2012
28,4,0,3,5,60,30,0,0,12,6,10,7.5,77.1,0,2012
25,16,16,1,1,100,28,0,0,28,28,28,1.8,118.7,0,2012
25,16,0,1,2,50,27,1,0,27,13.5,27,1.7,135.4,0,2012
26,16,16,1,2,50,25,0,0,25,12.5,25,1.6,95.8,0,2012
24,15,15,1,1,100,23,1,0,23,23,23,1.5,158.3,0,2012
27,4,0,2,4,50,20,0,0,11,5,10,5,64.6,0,2012
33,2,0,2,3,66.7,19,0,0,15,6.3,9.5,9.5,84,1,2012
24,4,0,1,4,25,17,0,1,17,4.3,17,4.3,5.2,0,2012
29,1,0,2,2,100,14,0,0,8,7,7,14,95.8,0,2012
22,5,0,2,4,50,12,0,0,7,3,6,2.4,56.2,0,2012
26,16,0,1,1,100,10,0,0,10,10,10,0.6,108.3,0,2012
36,16,0,1,1,100,4,0,0,4,4,4,0.3,83.3,0,2012
26,10,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2012
24,13,10,0,2,0,0,0,1,0,0,0,0,0,0,2012
24,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2012
28,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2012
26,13,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2012
23,15,1,0,1,0,0,0,0,0,0,0,0,39.6,0,2012
27,16,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2012
28,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2012
29,15,2,0,1,0,0,0,1,0,0,0,0,0,0,2012
37,16,16,450,659,68.3,5477,55,10,78,8.3,12.2,342.3,115.1,18,2013
34,16,16,446,650,68.6,5162,39,12,76,7.9,11.6,322.6,104.7,37,2013
25,16,16,371,634,58.5,4650,29,19,87,7.3,12.5,290.6,84.2,23,2013
28,16,16,439,651,67.4,4515,26,17,81,6.9,10.3,282.2,89.6,44,2013
32,16,16,378,544,69.5,4478,32,11,60,8.2,11.8,279.9,105.5,30,2013
36,16,16,380,628,60.5,4343,25,11,81,6.9,11.4,271.4,87.3,40,2013
26,16,16,363,586,61.9,4293,33,20,82,7.3,11.8,268.3,88.8,29,2013
34,16,16,362,572,63.3,4274,24,22,91,7.5,11.8,267.1,83.9,41,2013
31,16,16,375,584,64.2,4261,28,14,67,7.3,11.4,266.3,92,42,2013
25,16,16,355,588,60.4,3913,24,17,67,6.7,11,244.6,81.7,58,2013
28,16,16,362,614,59,3912,19,22,74,6.4,10.8,244.5,73.1,48,2013
33,15,15,342,535,63.9,3828,31,10,82,7.2,11.2,255.2,96.7,35,2013
24,16,16,343,570,60.2,3822,23,9,73,6.7,11.1,238.9,87,32,2013
32,16,16,317,551,57.5,3818,18,27,70,6.9,12,238.6,69.4,39,2013
24,16,16,292,473,61.7,3379,24,13,79,7.1,11.6,211.2,88.8,43,2013
25,16,16,257,407,63.1,3357,26,9,80,8.2,13.1,209.8,101.2,44,2013
29,15,15,308,508,60.6,3313,23,7,71,6.5,10.8,220.9,89.1,39,2013
28,15,13,305,503,60.6,3241,13,14,62,6.4,10.6,216.1,76.5,38,2013
23,13,13,274,456,60.1,3203,16,12,62,7,11.7,246.4,82.2,38,2013
26,16,16,243,416,58.4,3197,21,8,64,7.7,13.2,199.8,91.6,39,2013
23,16,16,247,443,55.8,3046,12,21,69,6.9,12.3,190.4,66.5,43,2013
24,13,10,203,317,64,2891,27,2,63,9.1,14.2,222.4,119.2,28,2013
30,11,11,224,355,63.1,2621,19,12,67,7.4,11.7,238.3,89.2,19,2013
24,13,13,247,416,59.4,2608,19,9,85,6.3,10.6,200.6,83.9,40,2013
30,9,9,193,290,66.6,2536,17,6,83,8.7,13.1,281.8,104.9,21,2013
31,11,9,217,350,62,2454,14,12,77,7,11.3,223.1,82,21,2013
32,10,8,219,358,61.2,2310,10,14,46,6.5,10.5,231,73,21,2013
32,9,8,180,317,56.8,2015,11,8,80,6.4,11.2,223.9,76.9,16,2013
23,10,10,180,306,58.8,1972,11,9,45,6.4,11,197.2,77.7,28,2013
34,8,5,149,224,66.5,1829,13,1,80,8.2,12.3,228.6,109,11,2013
31,9,6,153,254,60.2,1807,11,9,79,7.1,11.8,200.8,81.6,16,2013
24,11,9,156,272,57.4,1798,7,11,73,6.6,11.5,163.5,69.1,31,2013
25,8,8,137,253,54.2,1760,9,6,66,7,12.8,220,78.2,19,2013
30,8,5,141,267,52.8,1731,9,9,95,6.5,12.3,216.4,70.3,27,2013
26,7,7,159,262,60.7,1687,14,4,73,6.4,10.6,241,90.9,15,2013
30,10,9,142,242,58.7,1673,8,7,81,6.9,11.8,167.3,78.8,21,2013
25,9,9,152,239,63.6,1648,7,9,47,6.9,10.8,183.1,77.9,27,2013
24,7,6,118,211,55.9,1547,8,8,52,7.3,13.1,221,76.1,6,2013
28,7,5,124,200,62,1392,8,5,56,7,11.2,198.9,85.7,24,2013
25,7,7,111,183,60.7,1256,8,4,66,6.9,11.3,179.4,86.7,16,2013
33,7,6,77,141,54.6,1215,5,3,70,8.6,15.8,173.6,86.5,15,2013
28,6,5,93,157,59.2,1092,4,3,57,7,11.7,182,81,18,2013
25,5,3,81,155,52.3,854,4,7,62,5.5,10.5,170.8,58.4,5,2013
25,4,4,63,147,42.9,761,2,4,39,5.2,12.1,190.3,52.6,8,2013
26,3,2,55,90,61.1,717,1,5,52,8,13,239,66.8,3,2013
28,3,3,57,96,59.4,615,5,3,47,6.4,10.8,205,82.6,6,2013
24,3,3,42,86,48.8,481,1,7,67,5.6,11.5,160.3,36,12,2013
31,3,1,33,51,64.7,398,2,2,39,7.8,12.1,132.7,85.3,0,2013
22,2,1,26,59,44.1,309,1,3,59,5.2,11.9,154.5,45.1,2,2013
23,3,0,30,49,61.2,300,0,4,26,6.1,10,100,44.6,3,2013
27,5,1,25,38,65.8,248,1,1,48,6.5,9.9,49.6,81.9,2,2013
25,3,0,16,31,51.6,156,1,1,25,5,9.8,52,63.4,4,2013
30,3,0,10,13,76.9,151,1,0,35,11.6,15.1,50.3,140.2,0,2013
33,2,1,16,24,66.7,139,0,1,17,5.8,8.7,69.5,64.4,4,2013
38,3,0,7,12,58.3,130,0,1,57,10.8,18.6,43.3,61.1,0,2013
26,3,0,15,22,68.2,113,0,2,20,5.1,7.5,37.7,42.4,2,2013
23,4,0,11,16,68.8,95,0,0,19,5.9,8.6,23.8,84.1,2,2013
28,3,0,8,16,50,57,0,2,9,3.6,7.1,19,19,1,2013
29,1,0,2,6,33.3,53,0,2,50,8.8,26.5,53,27.1,0,2013
30,6,0,2,3,66.7,38,0,0,25,12.7,19,6.3,109.7,0,2013
24,1,0,5,7,71.4,34,0,0,14,4.9,6.8,34,81.8,0,2013
34,9,0,1,1,100,30,0,0,30,30,30,3.3,118.7,0,2013
25,16,11,1,1,100,30,0,0,30,30,30,1.9,118.7,0,2013
24,16,14,1,1,100,25,0,0,25,25,25,1.6,118.7,0,2013
28,16,15,1,1,100,22,0,0,22,22,22,1.4,118.7,0,2013
22,15,4,1,1,100,21,1,0,21,21,21,1.4,158.3,0,2013
23,16,16,1,1,100,17,0,0,17,17,17,1.1,118.7,0,2013
26,10,7,1,1,100,16,1,0,16,16,16,1.6,158.3,0,2013
25,16,14,1,1,100,15,0,0,15,15,15,0.9,118.7,1,2013
27,4,0,1,1,100,13,0,0,13,13,13,3.3,118.7,0,2013
25,16,0,1,1,100,11,1,0,11,11,11,0.7,152.1,0,2013
28,15,15,1,1,100,8,1,0,8,8,8,0.5,139.6,0,2013
22,8,3,1,1,100,2,1,0,2,2,2,0.3,118.7,0,2013
24,3,0,1,5,20,2,0,1,2,0.4,2,0.7,0,0,2013
23,13,3,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
24,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
30,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
23,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
25,12,8,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
31,16,0,0,2,0,0,0,0,0,0,0,0,39.6,0,2013
32,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
26,15,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
23,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
30,8,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2013
27,6,0,1,1,100,-8,0,0,0,-8,-8,-1.3,79.2,0,2013
35,16,16,456,659,69.2,4952,33,17,69,7.5,10.9,309.5,97,29,2014
32,16,16,408,608,67.1,4952,32,9,94,8.1,12.1,309.5,103.3,33,2014
25,16,16,380,616,61.7,4761,40,16,80,7.7,12.5,297.6,96.5,27,2014
38,16,16,395,597,66.2,4727,39,15,86,7.9,12,295.4,101.5,17,2014
29,16,16,415,628,66.1,4694,28,14,79,7.5,11.3,293.4,93.9,31,2014
33,16,16,379,601,63.1,4410,30,14,80,7.3,11.6,275.6,92.1,28,2014
31,16,16,341,520,65.6,4381,38,5,80,8.4,12.8,273.8,112.2,28,2014
33,16,16,379,570,66.5,4286,31,18,59,7.5,11.3,267.9,93.8,36,2014
26,16,16,363,602,60.3,4257,22,12,73,7.1,11.7,266.1,85.7,45,2014
37,16,16,373,582,64.1,4109,33,9,69,7.1,11,256.8,97.4,21,2014
26,16,16,392,590,66.4,4045,27,12,50,6.9,10.3,252.8,92.8,46,2014
29,16,16,344,554,62.1,3986,27,12,80,7.2,11.6,249.1,91,19,2014
31,15,15,370,561,66,3812,28,18,74,6.8,10.3,254.1,88.6,38,2014
34,15,15,304,435,69.9,3705,34,9,68,8.5,12.2,247,113.2,29,2014
26,16,16,285,452,63.1,3475,20,7,80,7.7,12.2,217.2,95,42,2014
27,16,16,309,481,64.2,3398,19,17,81,7.1,11,212.4,83.5,21,2014
27,16,16,289,478,60.5,3369,19,10,80,7,11.7,210.6,86.4,52,2014
29,14,13,242,438,55.3,3326,12,13,81,7.6,13.7,237.6,76.5,24,2014
23,16,16,348,599,58.1,3270,21,12,77,5.5,9.4,204.4,76.6,24,2014
30,15,15,303,464,65.3,3265,18,6,70,7,10.8,217.7,93.4,45,2014
25,14,14,262,448,58.5,3127,18,12,51,7,11.9,223.4,82.1,38,2014
32,12,12,287,447,64.2,3018,18,10,84,6.8,10.5,251.5,87.8,33,2014
22,13,12,259,402,64.4,2919,14,12,87,7.3,11.3,224.5,85.2,39,2014
22,14,13,280,475,58.9,2908,11,17,63,6.1,10.4,207.7,69.5,55,2014
24,14,13,219,367,59.7,2525,13,13,74,6.9,11.5,180.4,77.5,28,2014
32,12,12,197,312,63.1,2483,17,8,76,8,12.6,206.9,95.3,21,2014
28,9,8,198,309,64.1,2418,14,11,72,7.8,12.2,268.7,88.4,23,2014
35,11,11,184,327,56.3,2206,11,14,56,6.7,12,200.5,70.5,36,2014
25,8,8,186,311,59.8,2163,13,10,68,7,11.6,270.4,81.4,9,2014
25,10,8,180,284,63.4,2001,12,9,59,7,11.1,200.1,85.1,29,2014
30,9,8,132,240,55,1711,7,5,49,7.1,13,190.1,78.7,11,2014
26,6,5,126,204,61.8,1710,10,9,81,8.4,13.6,285,86.4,8,2014
24,9,7,147,214,68.7,1694,4,6,69,7.9,11.5,188.2,86.9,33,2014
34,9,8,145,229,63.3,1657,8,7,63,7.2,11.4,184.1,83.9,18,2014
35,6,6,141,224,62.9,1626,11,3,80,7.3,11.5,271,95.6,9,2014
25,6,5,117,203,57.6,1417,10,6,41,7,12.1,236.2,83.3,16,2014
23,7,6,107,179,59.8,1412,8,7,80,7.9,13.2,201.7,83.4,18,2014
32,7,5,105,185,56.8,1326,7,2,75,7.2,12.6,189.4,87.4,18,2014
28,5,4,91,128,71.1,1057,4,3,70,8.3,11.6,211.4,96.4,17,2014
26,7,5,86,146,58.9,993,5,7,61,6.8,11.5,141.9,70.9,14,2014
24,5,4,76,131,58,838,5,3,80,6.4,11,167.6,80.3,6,2014
31,6,2,65,97,67,701,5,0,35,7.2,10.8,116.8,105.2,4,2014
34,10,3,64,121,52.9,604,3,2,67,5,9.4,60.4,68.3,19,2014
25,3,2,45,93,48.4,562,2,4,41,6,12.5,187.3,56.8,6,2014
29,3,3,42,78,53.8,492,3,1,63,6.3,11.7,164,80.7,16,2014
26,2,2,45,77,58.4,435,2,2,35,5.6,9.7,217.5,72.2,3,2014
32,3,3,41,71,57.7,425,3,4,28,6,10.4,141.7,65.8,6,2014
26,3,2,41,75,54.7,400,2,2,41,5.3,9.8,133.3,67.6,1,2014
31,5,1,24,41,58.5,303,3,2,43,7.4,12.6,60.6,85.7,1,2014
39,4,0,30,44,68.2,301,2,0,32,6.8,10,75.3,102.6,2,2014
27,4,1,26,48,54.2,223,2,1,22,4.6,8.6,55.8,71.8,3,2014
26,2,1,22,44,50,222,0,2,18,5,10.1,111,45.8,6,2014
23,6,0,19,27,70.4,182,1,0,37,6.7,9.6,30.3,101.2,5,2014
23,1,1,14,28,50,177,0,1,49,6.3,12.6,177,55.2,4,2014
22,5,2,18,35,51.4,175,0,2,32,5,9.7,35,42,3,2014
28,3,1,16,28,57.1,157,0,0,30,5.6,9.8,52.3,73.1,4,2014
25,1,0,12,19,63.2,129,1,2,29,6.8,10.8,129,61,1,2014
24,2,0,10,19,52.6,127,0,1,35,6.7,12.7,63.5,51.9,1,2014
23,2,0,1,9,11.1,81,1,0,81,9,81,40.5,101.6,2,2014
25,16,13,3,3,100,79,1,0,50,26.3,26.3,4.9,158.3,1,2014
33,4,0,11,19,57.9,74,0,0,38,3.9,6.7,18.5,66.6,1,2014
29,7,0,8,16,50,66,0,1,14,4.1,8.3,9.4,34.9,2,2014
27,1,0,3,4,75,64,0,1,40,16,21.3,64,77.1,0,2014
24,4,0,4,5,80,60,0,0,29,12,15,15,116.7,2,2014
33,11,0,5,10,50,57,0,2,16,5.7,11.4,5.2,27.9,3,2014
24,4,0,4,10,40,52,1,0,38,5.2,13,13,90.4,0,2014
26,1,0,3,8,37.5,39,0,0,21,4.9,13,39,53.6,0,2014
25,1,0,3,7,42.9,38,1,0,20,5.4,12.7,38,100,0,2014
24,16,0,1,1,100,38,0,0,38,38,38,2.4,118.7,0,2014
24,16,0,2,2,100,37,0,0,19,18.5,18.5,2.3,118.7,0,2014
27,13,12,2,2,100,32,1,0,23,16,16,2.5,158.3,0,2014
24,16,0,2,2,100,27,0,0,24,13.5,13.5,1.7,118.7,0,2014
24,16,0,1,1,100,25,0,0,25,25,25,1.6,118.7,0,2014
30,2,0,2,4,50,21,0,0,14,5.3,10.5,10.5,65.6,0,2014
26,16,16,2,2,100,20,1,0,17,10,10,1.3,147.9,0,2014
26,16,0,1,1,100,19,0,0,19,19,19,1.2,118.7,0,2014
24,15,14,1,1,100,17,0,0,17,17,17,1.1,118.7,0,2014
31,2,0,1,3,33.3,10,0,0,10,3.3,10,5,43.7,1,2014
29,16,0,1,1,100,10,0,0,10,10,10,0.6,108.3,0,2014
38,16,0,1,1,100,10,0,0,10,10,10,0.6,108.3,0,2014
30,1,0,1,3,33.3,7,0,0,7,2.3,7,7,42.4,0,2014
32,16,0,1,1,100,6,0,0,6,6,6,0.4,91.7,0,2014
28,13,13,1,1,100,5,1,0,5,5,5,0.4,127.1,0,2014
24,1,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
22,12,11,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
34,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
28,16,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
23,5,5,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
23,10,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
33,14,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
31,1,0,1,1,100,0,0,0,0,0,0,0,79.2,0,2014
26,16,7,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
32,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
27,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
27,16,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
27,15,5,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
24,13,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
28,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
29,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2014
23,16,0,0,1,0,0,0,1,0,0,0,0,0,0,2014
36,15,15,428,627,68.3,4870,32,11,80,7.8,11.4,324.7,101,31,2015
34,16,16,437,661,66.1,4792,29,13,80,7.2,11,299.5,93.8,40,2015
38,16,16,402,624,64.4,4770,36,7,76,7.6,11.9,298.1,102.2,38,2015
36,16,16,342,537,63.7,4671,35,11,68,8.7,13.7,291.9,104.6,25,2015
30,16,16,407,614,66.3,4591,21,16,70,7.5,11.3,286.9,89,30,2015
34,16,16,387,618,62.6,4432,35,14,87,7.2,11.5,277,93.6,27,2015
23,16,16,355,606,58.6,4428,35,18,90,7.3,12.5,276.8,88.2,51,2015
27,16,16,398,592,67.2,4262,32,13,57,7.2,10.7,266.4,97,44,2015
27,16,16,363,586,61.9,4208,24,12,54,7.2,11.6,263,88.7,45,2015
27,16,16,379,543,69.8,4166,29,11,78,7.7,11,260.4,101.6,26,2015
21,16,16,312,535,58.3,4042,22,15,68,7.6,13,252.6,84.2,27,2015
27,16,16,329,483,68.1,4024,34,8,80,8.3,12.2,251.5,110.1,45,2015
24,16,16,350,573,61.1,3987,32,13,68,7,11.4,249.2,91.1,31,2015
33,12,11,319,469,68,3938,21,16,69,8.4,12.3,328.2,94.5,20,2015
33,16,16,335,562,59.6,3905,31,15,69,6.9,11.7,244.1,88,19,2015
26,16,16,296,495,59.8,3837,35,10,74,7.8,13,239.8,99.4,33,2015
32,16,16,347,572,60.7,3821,31,8,65,6.7,11,238.8,92.7,46,2015
28,14,14,346,532,65,3725,19,14,78,7,10.8,266.1,86.4,28,2015
32,15,15,311,483,64.4,3659,21,11,87,7.6,11.8,243.9,92.3,29,2015
31,16,16,307,470,65.3,3486,20,7,80,7.4,11.4,217.9,95.4,45,2015
28,13,13,255,386,66.1,3250,25,7,80,8.4,12.7,250,106.2,20,2015
23,16,16,292,447,65.3,3231,14,9,52,7.2,11.1,201.9,88.7,44,2015
26,14,14,242,380,63.7,3035,20,6,63,8,12.5,216.8,99.4,36,2015
22,12,12,230,370,62.2,2818,19,10,61,7.6,12.3,234.8,91.5,38,2015
30,10,10,266,413,64.4,2791,14,12,50,6.8,10.5,279.1,83.1,16,2015
30,11,9,224,369,60.7,2606,19,7,49,7.1,11.6,236.9,91.4,25,2015
39,10,9,198,331,59.8,2249,9,17,75,6.8,11.4,224.9,67.9,16,2015
36,8,8,186,292,63.7,2109,12,4,56,7.2,11.3,263.6,93.3,23,2015
26,11,11,190,337,56.4,2052,7,10,68,6.1,10.8,186.5,69,14,2015
26,8,8,178,282,63.1,2031,10,7,71,7.2,11.4,253.9,86.2,25,2015
25,8,7,170,275,61.8,1967,10,6,72,7.2,11.6,245.9,86.4,23,2015
26,7,7,162,293,55.3,1881,15,12,87,6.4,11.6,268.7,74.9,15,2015
40,8,8,156,256,60.9,1690,9,5,57,6.6,10.8,211.3,84,16,2015
28,9,8,144,244,59,1615,6,5,76,6.6,11.2,179.4,78.5,28,2015
23,9,6,129,223,57.8,1500,7,5,61,6.7,11.6,166.7,79.4,19,2015
27,8,6,136,244,55.7,1336,5,6,48,5.5,9.8,167,67.9,6,2015
33,9,8,119,204,58.3,1276,5,7,51,6.3,10.7,141.8,70.6,14,2015
32,6,4,97,140,69.3,1043,5,2,67,7.5,10.8,173.8,96.8,10,2015
24,7,4,101,166,60.8,935,4,7,57,5.6,9.3,133.6,66.7,13,2015
35,4,4,83,121,68.6,884,5,7,39,7.3,10.7,221,79.4,6,2015
25,7,3,79,119,66.4,854,6,2,66,7.2,10.8,122,97.1,12,2015
27,6,5,76,125,60.8,828,4,1,60,6.6,10.9,138,87.7,4,2015
26,3,2,61,104,58.7,779,4,6,36,7.5,12.8,259.7,71,5,2015
28,4,3,72,125,57.6,739,2,4,48,5.9,10.3,184.8,66.7,7,2015
29,4,2,59,91,64.8,616,4,4,43,6.8,10.4,154,80.7,9,2015
25,7,2,52,84,61.9,561,3,3,58,6.7,10.8,80.1,78.5,6,2015
26,3,2,56,94,59.6,547,1,3,42,5.8,9.8,182.3,66.2,11,2015
34,2,2,52,80,65,540,3,4,48,6.8,10.4,270,76,3,2015
26,7,2,32,55,58.2,513,3,4,88,9.3,16,73.3,77.3,2,2015
35,5,3,40,66,60.6,371,2,1,72,5.6,9.3,74.2,79.8,10,2015
28,4,2,28,57,49.1,370,3,1,61,6.5,13.2,92.5,80.3,5,2015
34,8,1,32,39,82.1,335,0,1,25,8.6,10.5,41.9,91.8,1,2015
25,1,0,27,42,64.3,265,2,1,28,6.3,9.8,265,87.9,3,2015
32,2,0,22,40,55,201,1,1,23,5,9.1,100.5,66.8,0,2015
33,4,0,16,32,50,150,0,1,33,4.7,9.4,37.5,50.3,5,2015
27,1,1,15,28,53.6,149,1,1,57,5.3,9.9,149,65.9,1,2015
26,2,0,23,32,71.9,142,2,1,14,4.4,6.2,71,88.3,2,2015
29,2,0,7,11,63.6,128,1,0,71,11.6,18.3,64,133.9,1,2015
31,7,0,11,25,44,104,0,2,21,4.2,9.5,14.9,22.7,2,2015
28,1,0,10,14,71.4,99,1,0,29,7.1,9.9,99,114.9,3,2015
25,1,0,5,5,100,68,1,0,25,13.6,13.6,68,158.3,0,2015
32,2,0,5,6,83.3,63,1,0,19,10.5,12.6,31.5,150,0,2015
26,1,0,6,10,60,58,1,0,18,5.8,9.7,58,109.6,0,2015
23,14,10,1,1,100,41,1,0,41,41,41,2.9,158.3,0,2015
32,4,0,4,6,66.7,37,0,0,17,6.2,9.3,9.3,83.3,1,2015
30,14,7,1,1,100,36,0,0,36,36,36,2.6,118.7,0,2015
32,3,0,4,6,66.7,36,0,0,24,6,9,12,82.6,0,2015
23,1,0,6,7,85.7,31,0,0,11,4.4,5.2,31,85.1,0,2015
28,11,4,1,1,100,21,1,0,21,21,21,1.9,158.3,0,2015
25,16,0,1,4,25,20,0,0,20,5,20,1.3,47.9,0,2015
35,3,0,2,7,28.6,15,0,0,9,2.1,7.5,5,39.6,1,2015
31,1,0,1,1,100,14,0,0,14,14,14,14,118.7,0,2015
25,2,0,3,7,42.9,11,0,1,11,1.6,3.7,5.5,10.7,2,2015
23,16,14,1,1,100,9,0,0,9,9,9,0.6,104.2,0,2015
27,8,0,1,2,50,7,0,0,7,3.5,7,0.9,58.3,0,2015
24,5,0,1,4,25,6,0,0,6,1.5,6,1.2,39.6,0,2015
29,2,0,2,2,100,4,0,0,6,2,2,2,79.2,0,2015
28,16,4,1,1,100,4,0,0,4,4,4,0.3,83.3,0,2015
28,3,0,1,1,100,4,0,0,4,4,4,1.3,83.3,1,2015
24,16,0,1,1,100,3,0,0,3,3,3,0.2,79.2,0,2015
26,7,1,0,1,0,0,0,0,0,0,0,0,39.6,0,2015
22,16,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2015
26,14,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2015
28,16,10,0,1,0,0,0,0,0,0,0,0,39.6,0,2015
28,11,1,0,1,0,0,0,0,0,0,0,0,39.6,0,2015
33,16,0,1,1,100,-3,0,0,-3,-3,-3,-0.2,79.2,0,2015
37,16,16,471,673,70,5208,37,15,98,7.7,11.1,325.5,101.7,27,2016
31,16,16,373,534,69.9,4944,38,7,76,9.3,13.3,309,117.1,37,2016
28,16,16,406,606,67,4917,25,12,80,8.1,12.1,307.3,97.2,23,2016
33,16,16,401,610,65.7,4428,40,7,66,7.3,11,276.8,104.2,35,2016
35,16,16,349,578,60.4,4386,33,21,59,7.6,12.6,274.1,87.9,36,2016
28,16,16,388,594,65.3,4327,24,10,73,7.3,11.2,270.4,93.3,37,2016
31,16,16,436,672,64.9,4317,20,15,95,6.4,9.9,269.8,83.5,33,2016
27,15,15,346,545,63.5,4240,31,13,64,7.8,12.3,282.7,96.4,41,2016
37,15,15,364,597,61,4233,26,14,80,7.1,11.6,282.2,87.2,40,2016
28,16,16,353,546,64.7,4219,21,11,59,7.7,12,263.7,92.6,41,2016
29,16,16,364,563,64.7,4206,18,8,86,7.5,11.6,262.9,91.8,41,2016
22,16,16,345,567,60.8,4090,28,18,45,7.2,11.9,255.6,86.1,35,2016
35,16,16,377,598,63,4027,26,16,75,6.7,10.7,251.7,86,21,2016
25,15,15,357,560,63.8,3937,28,6,75,7,11,262.5,96.7,16,2016
24,16,16,368,625,58.9,3905,23,16,51,6.2,10.6,244.1,78.8,34,2016
29,15,15,395,552,71.6,3877,20,5,71,7,9.8,258.5,99.3,37,2016
34,14,14,328,509,64.4,3819,29,13,72,7.5,11.6,272.8,95.4,17,2016
24,16,16,379,607,62.4,3782,16,14,73,6.2,10,236.4,79.3,33,2016
23,16,16,311,459,67.8,3667,23,4,83,8,11.8,229.2,104.9,25,2016
39,12,12,291,432,67.4,3554,28,2,79,8.2,12.2,296.2,112.2,15,2016
27,15,14,270,510,52.9,3509,19,14,88,6.9,13,233.9,75.8,36,2016
32,15,15,328,489,67.1,3502,15,8,80,7.2,10.7,233.5,91.2,28,2016
23,15,15,276,451,61.2,3426,26,9,60,7.6,12.4,228.4,95.6,23,2016
25,14,14,289,486,59.5,3401,18,10,76,7,11.8,242.9,84.6,31,2016
27,15,15,269,436,61.7,3023,17,6,84,6.9,11.2,201.5,89.7,42,2016
28,13,13,261,389,67.1,2995,19,12,74,7.7,11.5,230.4,93.5,29,2016
26,15,14,301,510,59,2957,15,16,53,5.8,9.8,197.1,72.2,27,2016
34,14,11,228,403,56.6,2710,12,17,57,6.7,11.9,193.6,69.6,19,2016
29,12,11,196,331,59.2,2241,16,4,65,6.8,11.4,186.8,90.7,36,2016
28,10,9,196,322,60.9,2201,9,11,65,6.8,11.2,220.1,76.4,23,2016
26,7,6,129,216,59.7,1611,8,14,37,7.5,12.5,230.1,68.3,6,2016
31,6,5,134,200,67,1445,6,0,64,7.2,10.8,240.8,98,4,2016
23,9,8,128,195,65.6,1380,6,2,44,7.1,10.8,153.3,92.3,21,2016
37,5,3,90,165,54.5,1100,6,6,54,6.7,12.2,220,72.3,18,2016
22,7,7,112,205,54.6,1089,5,7,66,5.3,9.7,155.6,63.6,26,2016
33,5,5,81,137,59.1,1059,4,5,54,7.7,13.1,211.8,78.1,17,2016
27,6,5,91,160,56.9,925,5,6,75,5.8,10.2,154.2,68.4,11,2016
26,5,5,87,147,59.2,886,2,3,58,6,10.2,177.2,72.5,22,2016
25,6,4,75,133,56.4,809,3,7,52,6.1,10.8,134.8,60,13,2016
32,4,3,55,87,63.2,721,8,3,66,8.3,13.1,180.3,105.6,1,2016
27,8,2,53,86,61.6,558,4,2,51,6.5,10.5,69.8,86.3,4,2016
25,6,2,43,63,68.3,502,4,0,37,8,11.7,83.7,113.3,3,2016
22,3,2,49,83,59,497,2,1,31,6,10.1,165.7,79.2,9,2016
26,3,2,46,73,63,461,0,0,32,6.3,10,153.7,80.9,5,2016
33,5,2,36,53,67.9,453,2,5,48,8.5,12.6,90.6,67.6,0,2016
27,3,1,36,55,65.5,410,3,0,49,7.5,11.4,136.7,105.9,4,2016
24,3,2,34,55,61.8,400,0,0,58,7.3,11.8,133.3,83.9,6,2016
34,4,1,30,51,58.8,284,2,2,50,5.6,9.5,71,71,5,2016
