Age,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Lng,Y/A,Y/C,Y/G,Rate,Sk,Year
22,16,1,2,3,66.7,12,0,0,6,4,6,0.8,74.3,0,2005
25,3,0,2,8,25,7,0,0,5,0.9,3.5,2.3,39.6,0,2005
25,14,0,1,1,100,4,0,0,4,4,4,0.3,83.3,0,2005
23,10,1,1,1,100,3,0,0,3,3,3,0.3,79.2,0,2005
30,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
27,13,10,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
25,14,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
29,15,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
23,14,10,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
25,15,5,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
23,8,5,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
35,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
26,16,3,0,2,0,0,0,0,0,0,0,0,39.6,0,2005
33,16,14,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
28,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
35,16,16,0,1,0,0,0,0,0,0,0,0,39.6,1,2005
25,11,11,0,1,0,0,0,0,0,0,0,0,39.6,0,2005
27,16,16,356,554,64.3,4418,26,11,86,8,12.4,276.1,96.2,18,2006
30,16,16,362,557,65,4397,31,9,68,7.9,12.1,274.8,101,14,2006
29,16,16,370,588,62.9,4301,24,8,67,7.3,11.6,268.8,92.9,49,2006
34,16,16,372,596,62.4,4208,21,22,60,7.1,11.3,263,79.9,63,2006
27,16,16,324,520,62.3,4035,28,13,74,7.8,12.5,252.2,93.9,36,2006
37,16,16,343,613,56,3885,18,18,82,6.3,11.3,242.8,72.7,21,2006
29,16,16,319,516,61.8,3529,24,12,62,6.8,11.1,220.6,87.9,26,2006
24,15,15,280,469,59.7,3513,18,23,67,7.5,12.5,234.2,75.4,46,2006
25,16,16,284,460,61.7,3388,22,9,57,7.4,11.9,211.8,92,27,2006
30,16,16,313,485,64.5,3352,17,16,71,6.9,10.7,209.5,82.6,30,2006
25,16,16,301,522,57.7,3244,24,18,55,6.2,10.8,202.8,77,25,2006
26,16,16,262,480,54.6,3193,23,20,62,6.7,12.2,199.6,73.9,21,2006
25,16,16,268,429,62.5,3051,19,14,83,7.1,11.4,190.7,84.9,47,2006
33,16,16,295,468,63,3050,16,12,87,6.5,10.3,190.6,82.5,14,2006
26,16,10,220,337,65.3,2903,19,13,56,8.6,13.2,181.4,95.1,21,2006
22,16,16,257,442,58.1,2890,16,16,75,6.5,11.2,180.6,74.8,35,2006
31,13,13,263,431,61,2805,17,11,72,6.5,10.7,215.8,82.6,22,2006
27,16,16,302,442,68.3,2767,11,12,53,6.3,9.2,172.9,82.1,41,2006
38,15,14,270,439,61.5,2750,9,15,46,6.3,10.2,183.3,72,29,2006
30,10,10,180,316,57,2647,18,6,87,8.4,14.7,264.7,95.5,21,2006
23,12,11,214,377,56.8,2547,11,12,58,6.8,11.9,212.3,74,21,2006
26,16,16,204,388,52.6,2474,20,13,55,6.4,12.1,154.6,75.7,45,2006
25,13,13,252,393,64.1,2454,10,17,75,6.2,9.7,188.8,72,44,2006
31,12,12,210,371,56.6,2442,18,15,72,6.6,11.6,203.5,76,34,2006
28,11,11,223,388,57.5,2236,12,15,48,5.8,10,203.3,68.2,15,2006
23,15,13,184,357,51.5,2199,12,13,53,6.2,12,146.6,66.7,25,2006
32,16,11,175,317,55.2,1994,11,13,83,6.3,11.4,124.6,68.8,18,2006
33,10,8,148,244,60.7,1878,11,1,78,7.7,12.7,187.8,98,16,2006
36,10,9,162,260,62.3,1789,8,4,74,6.9,11,178.9,86.5,12,2006
28,11,10,145,241,60.2,1735,10,9,49,7.2,12,157.7,80.5,20,2006
24,12,8,147,276,53.3,1677,3,13,51,6.1,11.4,139.8,55.8,46,2006
23,13,11,177,328,54,1661,9,9,53,5.1,9.4,127.8,65.9,25,2006
35,6,5,108,168,64.3,1377,6,5,64,8.2,12.8,229.5,89.3,14,2006
36,8,8,121,198,61.1,1342,7,9,39,6.8,11.1,167.8,74.1,24,2006
36,8,6,116,188,61.7,1309,10,2,65,7,11.3,163.6,95.8,6,2006
25,7,7,110,207,53.1,1297,10,6,66,6.3,11.8,185.3,76.5,7,2006
34,6,6,90,169,53.3,1164,7,8,51,6.9,12.9,194,69.2,16,2006
26,6,6,108,183,59,1159,7,5,51,6.3,10.7,193.2,79,9,2006
30,8,8,110,192,57.3,1105,3,8,57,5.8,10,138.1,61.7,26,2006
23,5,5,81,137,59.1,1001,9,5,71,7.3,12.4,200.2,88.5,13,2006
29,4,4,81,134,60.4,929,2,3,52,6.9,11.5,232.3,77,21,2006
26,8,4,82,141,58.2,927,8,7,49,6.6,11.3,115.9,76.2,14,2006
23,5,3,66,117,56.4,793,5,8,66,6.8,12,158.6,63.1,8,2006
29,4,2,61,101,60.4,748,4,2,64,7.4,12.3,187,88.2,4,2006
34,3,3,56,96,58.3,625,2,4,38,6.5,11.2,208.3,67.4,10,2006
26,3,3,58,106,54.7,585,1,7,55,5.5,10.1,195,46.3,4,2006
34,4,3,42,90,46.7,549,1,6,36,6.1,13.1,137.3,42.3,4,2006
32,8,1,31,53,58.5,492,5,0,87,9.3,15.9,61.5,121,3,2006
25,5,0,33,55,60,485,5,2,77,8.8,14.7,97,104,3,2006
23,4,2,47,81,58,475,2,4,50,5.9,10.1,118.8,62.5,8,2006
27,4,1,38,68,55.9,412,2,1,38,6.1,10.8,103,77.6,5,2006
29,2,0,26,38,68.4,342,3,0,89,9,13.2,171,122.9,1,2006
28,4,0,27,39,69.2,265,3,1,28,6.8,9.8,66.3,103,1,2006
31,6,0,18,32,56.3,220,1,2,75,6.9,12.2,36.7,62,3,2006
36,16,0,16,24,66.7,208,1,1,65,8.7,13,13,90.3,5,2006
25,16,0,18,27,66.7,208,1,2,47,7.7,11.6,13,71.2,2,2006
27,2,0,13,22,59.1,166,0,0,32,7.5,12.8,83,82.8,1,2006
27,2,0,13,18,72.2,146,0,1,50,8.1,11.2,73,72.9,6,2006
27,16,16,2,3,66.7,88,1,0,48,29.3,44,5.5,149.3,0,2006
27,2,0,6,13,46.2,68,1,2,29,5.2,11.3,34,48.4,0,2006
23,1,0,6,11,54.5,56,0,1,18,5.1,9.3,56,30.9,0,2006
23,2,0,6,15,40,46,0,0,16,3.1,7.7,23,48.2,3,2006
32,16,0,1,1,100,37,0,0,37,37,37,2.3,118.7,0,2006
24,6,0,5,8,62.5,32,0,0,10,4,6.4,5.3,70.8,3,2006
30,4,0,3,3,100,31,0,0,22,10.3,10.3,7.8,109.7,0,2006
43,3,0,2,3,66.7,29,1,0,23,9.7,14.5,9.7,137.5,0,2006
35,1,0,1,3,33.3,27,0,0,27,9,27,27,67.4,0,2006
23,2,0,3,7,42.9,23,0,2,11,3.3,7.7,11.5,11.9,1,2006
28,15,12,1,1,100,21,0,0,21,21,21,1.4,118.7,0,2006
27,16,16,2,3,66.7,20,2,0,19,6.7,10,1.3,125,0,2006
32,16,0,1,1,100,16,1,0,16,16,16,1,158.3,0,2006
25,16,0,1,1,100,16,0,0,16,16,16,1,118.7,0,2006
24,16,0,1,1,100,15,1,0,15,15,15,0.9,158.3,0,2006
32,16,0,1,1,100,11,0,0,11,11,11,0.7,112.5,0,2006
30,1,0,1,2,50,4,0,0,4,2,4,4,56.2,1,2006
24,16,5,0,1,0,0,0,1,0,0,0,0,0,0,2006
26,16,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
25,13,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
34,16,13,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
21,16,8,0,1,0,0,0,1,0,0,0,0,0,0,2006
24,16,12,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
23,2,0,0,1,0,0,0,0,0,0,0,0,39.6,4,2006
23,16,1,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
27,16,4,0,2,0,0,0,1,0,0,0,0,0,0,2006
25,1,0,0,1,0,0,0,0,0,0,0,0,39.6,1,2006
25,16,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
40,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
33,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
25,8,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
34,10,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
34,16,16,0,1,0,0,0,1,0,0,0,0,0,0,2006
27,16,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
30,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
23,14,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
27,1,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
23,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
26,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2006
28,16,16,1,1,100,-4,0,0,-4,-4,-4,-0.3,79.2,1,2006
25,17,17,388,560,69.3,4624,29,14,78,8.3,11.9,272,101.1,29,2007
29,17,17,407,605,67.3,4575,30,12,70,7.6,11.2,269.1,97.9,30,2007
30,17,17,410,590,69.5,4516,36,9,92,7.7,11,265.6,105.9,39,2007
27,17,17,385,579,66.5,4306,29,18,81,7.4,11.2,253.3,92.2,24,2007
24,16,16,308,444,69.4,4280,31,11,76,9.6,13.9,267.5,113,28,2007
28,16,16,401,597,67.2,4183,27,14,67,7,10.4,261.4,92.6,27,2007
25,17,17,372,579,64.2,4159,32,11,77,7.2,11.2,244.6,96.1,30,2007
22,15,15,319,499,63.9,4108,23,5,75,8.2,12.9,273.9,100.8,38,2007
28,17,17,364,566,64.3,4044,28,10,75,7.1,11.1,237.9,94.6,40,2007
24,16,16,370,564,65.6,4016,21,14,65,7.1,10.9,251,88.5,35,2007
35,15,15,326,521,62.6,3965,24,11,80,7.6,12.2,264.3,92.5,30,2007
23,17,17,388,612,63.4,3946,21,21,51,6.4,10.2,232.1,78.9,65,2007
32,17,17,375,548,68.4,3878,25,8,58,7.1,10.3,228.1,97.7,31,2007
25,17,17,352,538,65.4,3858,23,15,63,7.2,11,226.9,89.1,36,2007
26,16,16,307,457,67.2,3678,24,7,80,8,12,229.9,102.7,37,2007
33,15,15,323,499,64.7,3624,20,9,73,7.3,11.2,241.6,92.1,31,2007
27,17,13,305,490,62.2,3305,15,9,75,6.7,10.8,194.4,84.6,34,2007
25,13,13,297,456,65.1,3134,20,7,60,6.9,10.6,241.1,93.2,29,2007
35,15,15,297,447,66.4,3070,26,8,60,6.9,10.3,204.7,98,45,2007
22,16,16,315,527,59.8,2877,11,10,48,5.5,9.1,179.8,73.7,62,2007
24,15,13,249,388,64.2,2836,12,12,71,7.3,11.4,189.1,83.4,31,2007
24,13,13,227,370,61.4,2562,16,9,58,6.9,11.3,197.1,86.3,44,2007
28,13,12,262,417,62.8,2464,13,10,69,5.9,9.4,189.5,79.5,30,2007
35,8,8,216,311,69.5,2331,18,5,62,7.5,10.8,291.4,103.8,17,2007
27,10,10,244,365,66.8,2309,15,6,64,6.3,9.5,230.9,91,24,2007
24,12,11,221,368,60.1,2271,8,7,68,6.2,10.3,189.3,77.2,46,2007
25,11,10,213,343,62.1,2218,12,7,50,6.5,10.4,201.6,83.9,24,2007
25,11,11,224,345,64.9,2120,10,12,58,6.1,9.5,192.7,77,22,2007
25,12,12,201,324,62,2070,6,4,72,6.4,10.3,172.5,81.4,23,2007
27,9,7,171,243,70.4,1936,12,7,80,8,11.3,215.1,98.4,24,2007
24,9,9,149,255,58.4,1808,8,4,61,7.1,12.1,200.9,84.2,28,2007
26,8,8,176,268,65.7,1799,10,5,48,6.7,10.2,224.9,89.4,18,2007
38,5,5,123,204,60.3,1616,13,8,75,7.9,13.1,323.2,90.2,8,2007
35,10,8,149,230,64.8,1616,4,7,70,7,10.8,161.6,78.5,32,2007
34,11,5,116,180,64.4,1341,5,3,80,7.5,11.6,121.9,89.1,17,2007
28,5,3,100,148,67.6,1306,7,8,47,8.8,13.1,261.2,88.4,12,2007
24,10,6,127,212,59.9,1272,6,9,48,6,10,127.2,68.7,25,2007
32,7,6,110,169,65.1,1205,7,9,32,7.1,11,172.1,77.7,14,2007
28,5,4,111,174,63.8,1129,3,1,79,6.5,10.2,225.8,85.6,14,2007
28,6,6,105,171,61.4,1115,7,4,59,6.5,10.6,185.8,84.3,17,2007
25,9,6,114,178,64,1101,8,3,41,6.2,9.7,122.3,89.2,37,2007
26,6,6,108,160,67.5,909,2,6,58,5.7,8.4,151.5,70.5,30,2007
30,5,4,74,136,54.4,890,5,4,75,6.5,12,178,74.7,8,2007
23,5,4,94,143,65.7,859,3,6,41,6,9.1,171.8,71.4,5,2007
32,5,3,86,153,56.2,724,2,4,30,4.7,8.4,144.8,62.1,8,2007
28,4,3,55,74,74.3,719,3,0,86,9.7,13.1,179.8,118,6,2007
28,6,2,54,111,48.6,674,1,5,58,6.1,12.5,112.3,52.2,11,2007
29,5,2,67,107,62.6,632,4,5,26,5.9,9.4,126.4,71.9,7,2007
21,4,4,50,84,59.5,577,3,1,39,6.9,11.5,144.3,87.3,7,2007
27,4,2,48,76,63.2,543,3,3,51,7.1,11.3,135.8,81.2,6,2007
27,3,2,40,66,60.6,496,2,1,54,7.5,12.4,165.3,87.7,7,2007
24,8,3,60,112,53.6,440,1,4,23,3.9,7.3,55,51.2,6,2007
36,3,1,34,58,58.6,361,2,0,47,6.2,10.6,120.3,88.4,3,2007
29,3,2,48,77,62.3,360,1,4,36,4.7,7.5,120,56.2,9,2007
30,7,1,40,53,75.5,349,1,0,48,6.6,8.7,49.9,98.7,6,2007
26,10,1,28,46,60.9,297,2,1,48,6.5,10.6,29.7,85.1,6,2007
35,2,2,34,53,64.2,291,1,3,41,5.5,8.6,145.5,61.1,6,2007
29,7,0,25,47,53.2,264,2,3,30,5.6,10.6,37.7,57.4,2,2007
38,3,1,23,42,54.8,231,0,2,48,5.5,10,77,50.8,1,2007
31,3,0,18,23,78.3,224,3,0,48,9.7,12.4,74.7,146.8,0,2007
25,5,1,21,37,56.8,203,3,0,27,5.5,9.7,40.6,99.3,4,2007
34,2,1,18,35,51.4,185,0,3,37,5.3,10.3,92.5,31.2,1,2007
25,6,0,18,39,46.2,173,2,0,19,4.4,9.6,28.8,76.1,2,2007
27,2,1,18,38,47.4,172,0,1,34,4.5,9.6,86,49.5,2,2007
25,3,2,13,20,65,168,0,1,47,8.4,12.9,56,70.4,4,2007
30,1,1,13,26,50,166,2,2,31,6.4,12.8,166,63.9,3,2007
30,3,0,15,23,65.2,164,1,1,22,7.1,10.9,54.7,82.5,3,2007
31,2,1,17,24,70.8,163,2,1,29,6.8,9.6,81.5,99.8,2,2007
30,7,0,18,24,75,144,0,1,29,6,8,20.6,72.2,1,2007
33,16,7,6,11,54.5,83,1,0,44,7.5,13.8,5.2,109.3,2,2007
28,6,0,5,6,83.3,74,1,1,68,12.3,14.8,12.3,118.1,0,2007
24,3,0,4,5,80,74,0,0,48,14.8,18.5,24.7,118.7,4,2007
24,7,1,12,21,57.1,62,0,2,14,3,5.2,8.9,22.6,7,2007
31,13,13,1,2,50,49,1,0,49,24.5,49,3.8,135.4,0,2007
25,2,0,1,1,100,37,0,0,37,37,37,18.5,118.7,0,2007
28,17,0,1,1,100,31,0,0,31,31,31,1.8,118.7,0,2007
26,15,0,1,1,100,28,0,0,28,28,28,1.9,118.7,0,2007
28,1,0,3,4,75,27,0,1,12,6.8,9,27,53.1,1,2007
22,16,16,1,1,100,22,0,0,22,22,22,1.4,118.7,0,2007
33,2,0,4,5,80,19,0,0,10,3.8,4.8,9.5,82.5,1,2007
37,17,0,1,1,100,18,0,0,18,18,18,1.1,118.7,0,2007
24,16,2,1,1,100,17,0,0,17,17,17,1.1,118.7,0,2007
29,17,17,2,3,66.7,14,2,0,12,4.7,7,0.8,116.7,0,2007
22,15,6,1,1,100,14,0,0,14,14,14,0.9,118.7,0,2007
28,17,0,1,1,100,13,0,0,13,13,13,0.8,118.7,0,2007
27,16,16,2,3,66.7,12,1,0,9,4,6,0.8,113.9,0,2007
27,17,0,1,1,100,11,0,0,11,11,11,0.6,112.5,0,2007
33,17,0,1,1,100,7,0,0,7,7,7,0.4,95.8,0,2007
26,17,10,1,1,100,6,1,0,6,6,6,0.4,131.2,0,2007
24,17,1,1,1,100,4,0,0,4,4,4,0.2,83.3,0,2007
31,12,0,1,1,100,4,1,0,4,4,4,0.3,122.9,0,2007
29,17,13,0,1,0,0,0,1,0,0,0,0,0,0,2007
27,17,17,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
24,17,7,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
31,17,16,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
24,10,9,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
40,1,1,0,1,0,0,0,0,0,0,0,0,39.6,1,2007
27,15,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
28,17,6,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
24,13,2,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
25,2,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
23,17,17,0,1,0,0,0,0,0,0,0,0,39.6,0,2007
27,12,12,1,2,50,-1,0,0,0,-0.5,-1,-0.1,56.2,0,2007
23,16,16,1,1,100,-7,0,0,-7,-7,-7,-0.4,79.2,0,2007
29,16,16,413,635,65,5069,34,17,84,8,12.3,316.8,96.2,13,2008
37,16,16,401,598,67.1,4583,30,14,79,7.7,11.4,286.4,96.9,26,2008
25,16,16,384,616,62.3,4526,25,18,93,7.3,11.8,282.9,86,11,2008
25,16,16,341,536,63.6,4038,28,13,71,7.5,11.8,252.4,93.8,34,2008
27,16,16,312,478,65.3,4009,34,11,67,8.4,12.8,250.6,105.5,25,2008
32,16,16,371,555,66.8,4002,27,12,75,7.2,10.8,250.1,95,14,2008
32,16,16,345,571,60.4,3916,23,11,90,6.9,11.4,244.8,86.4,23,2008
26,16,15,327,516,63.4,3693,21,11,76,7.2,11.3,230.8,89.4,47,2008
32,16,16,321,476,67.4,3653,19,7,80,7.7,11.4,228.3,97.4,24,2008
30,16,16,335,535,62.6,3620,15,13,41,6.8,10.8,226.3,81.7,42,2008
39,16,16,343,522,65.7,3472,22,22,56,6.7,10.1,217,81,30,2008
28,13,13,276,450,61.3,3448,26,14,75,7.7,12.5,265.2,91.4,20,2008
23,16,16,265,434,61.1,3440,16,11,70,7.9,13,215,87.7,17,2008
26,16,16,281,469,59.9,3301,17,15,65,7,11.7,206.3,80.1,46,2008
33,16,16,246,414,59.4,3288,15,12,65,7.9,13.4,205.5,84.7,20,2008
27,16,16,315,506,62.3,3245,13,6,67,6.4,10.3,202.8,84.3,38,2008
27,16,16,289,479,60.3,3238,21,10,48,6.8,11.2,202.4,86.4,27,2008
27,11,11,251,380,66.1,3043,15,10,65,8,12.1,276.6,92.7,23,2008
26,15,15,272,465,58.5,2972,18,12,65,6.4,10.9,198.1,79.6,27,2008
23,16,16,257,428,60,2971,14,12,70,6.9,11.6,185.7,80.3,32,2008
31,15,15,251,440,57,2720,11,13,80,6.2,10.8,181.3,71.4,38,2008
38,12,11,244,376,64.9,2712,12,6,71,7.2,11.1,226,90.2,23,2008
25,14,14,245,374,65.5,2699,11,10,65,7.2,11,192.8,85.4,23,2008
36,16,15,242,415,58.3,2676,12,7,56,6.4,11.1,167.3,80.2,8,2008
24,14,11,230,420,54.8,2608,18,12,75,6.2,11.3,186.3,76,26,2008
23,15,15,198,368,53.8,2423,13,8,84,6.6,12.2,161.5,77.1,31,2008
37,11,11,178,301,59.1,2157,12,15,99,7.2,12.1,196.1,73.7,29,2008
28,9,8,181,288,62.8,2046,13,8,48,7.1,11.3,227.3,87.5,23,2008
26,13,12,221,372,59.4,1905,8,9,79,5.1,8.6,146.5,70,38,2008
29,9,8,128,220,58.2,1678,8,11,63,7.6,13.1,186.4,73.6,32,2008
25,10,7,143,255,56.1,1616,8,8,96,6.3,11.3,161.6,72.6,14,2008
25,10,9,142,283,50.2,1615,9,8,70,5.7,11.4,161.5,66.5,14,2008
28,10,8,141,242,58.3,1532,11,3,90,6.3,10.9,153.2,87,14,2008
30,6,5,116,174,66.7,1431,6,10,61,8.2,12.3,238.5,79.5,9,2008
33,7,7,109,209,52.2,1216,5,10,34,5.8,11.2,173.7,57.8,19,2008
33,5,5,110,184,59.8,1073,5,7,38,5.8,9.8,214.6,69.4,9,2008
25,9,5,88,149,59.1,1056,9,2,59,7.1,12,117.3,95.4,14,2008
31,5,5,60,115,52.2,786,4,6,70,6.8,13.1,157.2,63.9,14,2008
36,4,4,68,120,56.7,758,5,5,47,6.3,11.1,189.5,72.2,15,2008
29,4,4,75,129,58.1,731,3,4,36,5.7,9.7,182.8,69,11,2008
27,5,2,63,104,60.6,584,2,5,87,5.6,9.3,116.8,62.3,15,2008
38,3,1,38,72,52.8,525,0,6,53,7.3,13.8,175,41.7,6,2008
24,3,3,45,89,50.6,518,2,2,42,5.8,11.5,172.7,66.6,1,2008
35,5,3,50,81,61.7,477,2,4,68,5.9,9.5,95.4,65.7,9,2008
40,16,3,41,78,52.6,427,2,5,36,5.5,10.4,26.7,50.5,8,2008
27,4,3,43,91,47.3,370,0,7,28,4.1,8.6,92.5,26.4,5,2008
28,5,0,21,36,58.3,303,2,0,50,8.4,14.4,60.6,104.3,3,2008
25,4,0,15,29,51.7,264,1,1,78,9.1,17.6,66,80.2,2,2008
28,4,1,32,62,51.6,257,2,2,29,4.1,8,64.3,59.7,2,2008
25,3,1,22,36,61.1,219,1,2,54,6.1,10,73,64.5,3,2008
26,2,1,22,49,44.9,204,0,3,28,4.2,9.3,102,31.3,5,2008
28,1,0,22,30,73.3,178,0,0,33,5.9,8.1,178,87.9,0,2008
25,2,2,20,29,69,151,0,0,22,5.2,7.6,75.5,81.2,1,2008
24,6,0,17,34,50,144,0,4,16,4.2,8.5,24,21.8,0,2008
24,3,0,9,17,52.9,119,1,0,41,7,13.2,39.7,95,6,2008
29,3,0,9,12,75,115,2,0,27,9.6,12.8,38.3,144.1,1,2008
27,2,1,12,23,52.2,83,2,2,19,3.6,6.9,41.5,53.4,3,2008
24,6,0,3,4,75,82,1,0,43,20.5,27.3,13.7,156.2,1,2008
31,1,1,7,11,63.6,76,0,0,26,6.9,10.9,76,83.9,0,2008
29,1,0,7,8,87.5,76,1,0,26,9.5,10.9,76,145.8,0,2008
29,2,0,10,17,58.8,71,1,1,24,4.2,7.1,35.5,63.6,3,2008
23,3,0,7,12,58.3,67,0,0,19,5.6,9.6,22.3,74,0,2008
29,16,16,3,4,75,46,1,0,18,11.5,15.3,2.9,152.1,0,2008
26,16,16,1,1,100,42,0,0,42,42,42,2.6,118.7,0,2008
27,16,13,2,3,66.7,41,1,0,22,13.7,20.5,2.6,149.3,1,2008
24,3,0,7,12,58.3,41,0,2,13,3.4,5.9,13.7,25.3,2,2008
26,12,8,1,1,100,37,1,0,37,37,37,3.1,158.3,0,2008
26,16,13,1,1,100,32,1,0,32,32,32,2,158.3,0,2008
25,2,0,3,5,60,26,0,1,11,5.2,8.7,13,34.2,0,2008
25,2,1,7,21,33.3,26,0,3,12,1.2,3.7,13,2.8,4,2008
23,2,0,4,6,66.7,23,0,0,12,3.8,5.8,11.5,73.6,1,2008
28,2,0,1,2,50,20,0,0,20,10,20,10,85.4,3,2008
32,16,0,1,1,100,19,1,0,19,19,19,1.2,158.3,0,2008
29,1,0,2,3,66.7,19,0,0,10,6.3,9.5,19,84,1,2008
25,15,1,1,2,50,18,0,0,18,9,18,1.2,81.2,0,2008
28,16,2,1,1,100,18,0,0,18,18,18,1.1,118.7,0,2008
32,13,6,2,3,66.7,17,0,0,11,5.7,8.5,1.3,81.2,1,2008
33,12,0,1,1,100,10,0,0,10,10,10,0.8,108.3,0,2008
24,15,0,1,2,50,8,0,0,8,4,8,0.5,60.4,0,2008
25,15,2,1,4,25,8,0,0,8,2,8,0.5,39.6,0,2008
28,1,0,1,2,50,7,0,0,7,3.5,7,7,58.3,1,2008
27,1,0,1,3,33.3,6,0,0,6,2,6,6,42.4,0,2008
23,7,0,2,5,40,6,0,0,3,1.2,3,0.9,47.9,0,2008
26,2,0,1,1,100,5,0,0,5,5,5,2.5,87.5,1,2008
29,12,12,1,1,100,4,1,0,4,4,4,0.3,122.9,0,2008
29,16,1,1,1,100,4,1,0,4,4,4,0.3,122.9,0,2008
29,2,0,1,2,50,4,0,0,4,2,4,2,56.2,2,2008
23,1,0,1,1,100,3,0,0,3,3,3,3,79.2,0,2008
28,10,10,1,1,100,3,1,0,3,3,3,0.3,118.7,0,2008
25,11,3,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
36,16,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
29,16,7,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
30,8,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
22,16,15,0,1,0,0,0,1,0,0,0,0,0,0,2008
28,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
29,2,0,0,2,0,0,0,0,0,0,0,0,39.6,0,2008
34,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
27,2,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
25,16,6,0,1,0,0,0,1,0,0,0,0,0,0,2008
22,13,3,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
22,15,15,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
40,16,0,0,1,0,0,0,0,0,0,0,0,39.6,0,2008
32,15,3,1,1,100,-2,0,0,-2,-2,-2,-0.1,79.2,0,2008
28,16,16,396,583,67.9,4770,29,15,72,8.2,12,298.1,98.6,25,2009
33,16,16,393,571,68.8,4500,33,16,80,7.9,11.5,281.3,99.9,10,2009
29,16,16,347,550,63.1,4483,26,9,80,8.2,12.9,280.2,97.6,34,2009
26,16,16,350,541,64.7,4434,30,7,83,8.2,12.7,277.1,103.2,50,2009
32,16,16,371,565,65.7,4398,28,13,81,7.8,11.9,274.9,96.2,16,2009
30,15,15,363,514,70.6,4388,34,11,75,8.5,12.1,292.5,109.6,20,2009
27,15,15,337,506,66.6,4328,26,12,60,8.6,12.8,288.5,100.5,50,2009
28,16,16,317,486,65.2,4254,28,9,81,8.8,13.4,265.9,104.4,25,2009
40,16,16,363,531,68.4,4202,33,7,63,7.9,11.6,262.6,107.2,34,2009
28,16,16,317,509,62.3,4021,27,14,74,7.9,12.7,251.3,93.1,30,2009
27,16,15,336,541,62.1,3802,21,12,87,7,11.3,237.6,86.8,29,2009
38,15,15,339,513,66.1,3753,26,14,45,7.3,11.1,250.2,93.2,24,2009
26,16,16,336,555,60.5,3666,27,26,71,6.6,10.9,229.1,76.8,35,2009
28,16,16,327,507,64.5,3618,20,15,84,7.1,11.1,226.1,86.4,43,2009
24,16,16,315,499,63.1,3613,21,12,72,7.2,11.5,225.8,88.9,36,2009
31,16,16,314,516,60.9,3597,15,10,63,7,11.5,224.8,83.5,42,2009
33,14,14,267,443,60.3,3553,22,10,60,8,13.3,253.8,92.9,35,2009
30,16,16,282,466,60.5,3094,21,13,73,6.6,11,193.4,83.6,26,2009
34,14,14,293,488,60,3029,17,17,53,6.2,10.3,216.4,75.1,32,2009
27,15,15,271,493,55,2924,16,16,61,5.9,10.8,194.9,69.9,42,2009
24,14,14,263,451,58.3,2916,22,14,90,6.5,11.1,208.3,80.9,19,2009
24,14,13,274,451,60.8,2878,12,14,67,6.4,10.5,205.6,75.2,26,2009
23,15,15,196,364,53.8,2444,12,20,65,6.7,12.5,162.9,63,26,2009
